FinalID,LifeStageCode,TaxonomicLevelCode,TaxonomicLevelName,Phylum,Class,Order,Family,Subfamily,Tribe,Genus,Species,FunctionalFeedingGroup,ToleranceValue,Subphylum,Superclass,Subclass,Superorder,Suborder,Superfamily,GenusComplex,SpeciesComplex,Subspecies,SAFIT1,SAFIT2,SAFIT1__OTU_a_original,SAFIT1__OTU_a,OTU_Justification,Required_work,Notes
Helodon chaos,L,60,Species,Arthropoda,Insecta,Diptera,Simuliidae,,,Helodon,Helodon chaos,CF,6,Hexapoda,NA,,,,NA,,,,Helodon,Helodon,,Unambiguous_NotAtRefCal,,,
Helodon chaos,P,60,Species,Arthropoda,Insecta,Diptera,Simuliidae,,,Helodon,Helodon chaos,CF,6,Hexapoda,NA,,,,NA,,,,Helodon,Helodon,,Unambiguous_NotAtRefCal,,,
Helodon clavatus,L,60,Species,Arthropoda,Insecta,Diptera,Simuliidae,,,Helodon,Helodon clavatus,CF,6,Hexapoda,NA,,,,NA,,,,Helodon,Helodon,,Unambiguous_NotAtRefCal,,,
Helodon clavatus,P,60,Species,Arthropoda,Insecta,Diptera,Simuliidae,,,Helodon,Helodon clavatus,CF,6,Hexapoda,NA,,,,NA,,,,Helodon,Helodon,,Unambiguous_NotAtRefCal,,,
Helodon diadelphus,L,60,Species,Arthropoda,Insecta,Diptera,Simuliidae,,,Helodon,Helodon diadelphus,CF,6,Hexapoda,NA,,,,NA,,,,Helodon,Helodon,,Unambiguous_NotAtRefCal,,,
Helodon diadelphus,P,60,Species,Arthropoda,Insecta,Diptera,Simuliidae,,,Helodon,Helodon diadelphus,CF,6,Hexapoda,NA,,,,NA,,,,Helodon,Helodon,,Unambiguous_NotAtRefCal,,,
Helodon mccreadiei,L,60,Species,Arthropoda,Insecta,Diptera,Simuliidae,,,Helodon,Helodon mccreadiei,CF,6,Hexapoda,NA,,,,NA,,,,Helodon,Helodon,,Unambiguous_NotAtRefCal,,,
Helodon mccreadiei,P,60,Species,Arthropoda,Insecta,Diptera,Simuliidae,,,Helodon,Helodon mccreadiei,CF,6,Hexapoda,NA,,,,NA,,,,Helodon,Helodon,,Unambiguous_NotAtRefCal,,,
Helodon newmani,L,60,Species,Arthropoda,Insecta,Diptera,Simuliidae,,,Helodon,Helodon newmani,CF,6,Hexapoda,NA,,,,NA,,,,Helodon,Helodon,,Unambiguous_NotAtRefCal,,,
Helodon newmani,P,60,Species,Arthropoda,Insecta,Diptera,Simuliidae,,,Helodon,Helodon newmani,CF,6,Hexapoda,NA,,,,NA,,,,Helodon,Helodon,,Unambiguous_NotAtRefCal,,,
Helodon onchyodactylus,L,60,Species,Arthropoda,Insecta,Diptera,Simuliidae,,,Helodon,Helodon onchyodactylus,CF,6,Hexapoda,NA,,,,NA,,,,Helodon,Helodon,,Unambiguous_NotAtRefCal,,,
Helodon onchyodactylus,P,60,Species,Arthropoda,Insecta,Diptera,Simuliidae,,,Helodon,Helodon onchyodactylus,CF,6,Hexapoda,NA,,,,NA,,,,Helodon,Helodon,,Unambiguous_NotAtRefCal,,,
Helodon pleuralis,L,60,Species,Arthropoda,Insecta,Diptera,Simuliidae,,,Helodon,Helodon pleuralis,CF,6,Hexapoda,NA,,,,NA,,,,Helodon,Helodon,,Unambiguous_NotAtRefCal,,,
Helodon pleuralis,P,60,Species,Arthropoda,Insecta,Diptera,Simuliidae,,,Helodon,Helodon pleuralis,CF,6,Hexapoda,NA,,,,NA,,,,Helodon,Helodon,,Unambiguous_NotAtRefCal,,,
Helodon protus,L,60,Species,Arthropoda,Insecta,Diptera,Simuliidae,,,Helodon,Helodon protus,CF,6,Hexapoda,NA,,,,NA,,,,Helodon,Helodon,,Unambiguous_NotAtRefCal,,,
Helodon protus,P,60,Species,Arthropoda,Insecta,Diptera,Simuliidae,,,Helodon,Helodon protus,CF,6,Hexapoda,NA,,,,NA,,,,Helodon,Helodon,,Unambiguous_NotAtRefCal,,,
Helodon susanae,L,60,Species,Arthropoda,Insecta,Diptera,Simuliidae,,,Helodon,Helodon susanae,CF,6,Hexapoda,NA,,,,NA,,,,Helodon,Helodon,,Unambiguous_NotAtRefCal,,,
Helodon susanae,P,60,Species,Arthropoda,Insecta,Diptera,Simuliidae,,,Helodon,Helodon susanae,CF,6,Hexapoda,NA,,,,NA,,,,Helodon,Helodon,,Unambiguous_NotAtRefCal,,,
Helodon trochus,L,60,Species,Arthropoda,Insecta,Diptera,Simuliidae,,,Helodon,Helodon trochus,CF,6,Hexapoda,NA,,,,NA,,,,Helodon,Helodon,,Unambiguous_NotAtRefCal,,,
Helodon trochus,P,60,Species,Arthropoda,Insecta,Diptera,Simuliidae,,,Helodon,Helodon trochus,CF,6,Hexapoda,NA,,,,NA,,,,Helodon,Helodon,,Unambiguous_NotAtRefCal,,,
Helodon,L,50,Genus,Arthropoda,Insecta,Diptera,Simuliidae,,,Helodon,,CF,6,Hexapoda,NA,,,,NA,,,,Helodon,Helodon,,Unambiguous_NotAtRefCal,,,
Helodon,P,50,Genus,Arthropoda,Insecta,Diptera,Simuliidae,,,Helodon,,CF,6,Hexapoda,NA,,,,NA,,,,Helodon,Helodon,,Unambiguous_NotAtRefCal,,,
Helopelopia,L,50,Genus,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,Helopelopia,,P,7,Hexapoda,NA,,,,NA,,,,Chironomidae,Helopelopia,,Tanypodinae,,,
Helopelopia,P,50,Genus,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,Helopelopia,,P,7,Hexapoda,NA,,,,NA,,,,Chironomidae,Helopelopia,,Tanypodinae,,,
Helophoridae,A,40,Family,Arthropoda,Insecta,Coleoptera,Helophoridae,,,,,SH,NA,Hexapoda,NA,,,,NA,,,,Helophoridae,Helophoridae,,Ambiguous,,,
Helophoridae,L,40,Family,Arthropoda,Insecta,Coleoptera,Helophoridae,,,,,SH,NA,Hexapoda,NA,,,,NA,,,,Helophoridae,Helophoridae,,Ambiguous,,,
Helophorus alternatus,A,60,Species,Arthropoda,Insecta,Coleoptera,Helophoridae,,,Helophorus,Helophorus alternatus,SH,NA,Hexapoda,NA,,,,NA,,,,Helophorus,Helophorus,,Helophorus,,,
Helophorus auricollis,A,60,Species,Arthropoda,Insecta,Coleoptera,Helophoridae,,,Helophorus,Helophorus auricollis,SH,NA,Hexapoda,NA,,,,NA,,,,Helophorus,Helophorus,,Helophorus,,,
Helophorus brevipalpis,A,60,Species,Arthropoda,Insecta,Coleoptera,Helophoridae,,,Helophorus,Helophorus brevipalpis,SH,NA,Hexapoda,NA,,,,NA,,,,Helophorus,Helophorus,,Helophorus,,,
Helophorus californicus,A,60,Species,Arthropoda,Insecta,Coleoptera,Helophoridae,,,Helophorus,Helophorus californicus,SH,NA,Hexapoda,NA,,,,NA,,,,Helophorus,Helophorus,,Helophorus,,,
Helophorus columbianus,A,60,Species,Arthropoda,Insecta,Coleoptera,Helophoridae,,,Helophorus,Helophorus columbianus,SH,NA,Hexapoda,NA,,,,NA,,,,Helophorus,Helophorus,,Helophorus,,,
Helophorus cuspifer,A,60,Species,Arthropoda,Insecta,Coleoptera,Helophoridae,,,Helophorus,Helophorus cuspifer,SH,NA,Hexapoda,NA,,,,NA,,,,Helophorus,Helophorus,,Helophorus,,,
Helophorus eclectus,A,60,Species,Arthropoda,Insecta,Coleoptera,Helophoridae,,,Helophorus,Helophorus eclectus,SH,NA,Hexapoda,NA,,,,NA,,,,Helophorus,Helophorus,,Helophorus,,,
Helophorus fenderi,A,60,Species,Arthropoda,Insecta,Coleoptera,Helophoridae,,,Helophorus,Helophorus fenderi,SH,NA,Hexapoda,NA,,,,NA,,,,Helophorus,Helophorus,,Helophorus,,,
Helophorus fortis,A,60,Species,Arthropoda,Insecta,Coleoptera,Helophoridae,,,Helophorus,Helophorus fortis,SH,NA,Hexapoda,NA,,,,NA,,,,Helophorus,Helophorus,,Helophorus,,,
Helophorus hatchi,A,60,Species,Arthropoda,Insecta,Coleoptera,Helophoridae,,,Helophorus,Helophorus hatchi,SH,NA,Hexapoda,NA,,,,NA,,,,Helophorus,Helophorus,,Helophorus,,,
Helophorus inflectus,A,60,Species,Arthropoda,Insecta,Coleoptera,Helophoridae,,,Helophorus,Helophorus inflectus,SH,NA,Hexapoda,NA,,,,NA,,,,Helophorus,Helophorus,,Helophorus,,,
Helophorus lacustris,A,60,Species,Arthropoda,Insecta,Coleoptera,Helophoridae,,,Helophorus,Helophorus lacustris,SH,NA,Hexapoda,NA,,,,NA,,,,Helophorus,Helophorus,,Helophorus,,,
Helophorus lecontei,A,60,Species,Arthropoda,Insecta,Coleoptera,Helophoridae,,,Helophorus,Helophorus lecontei,SH,NA,Hexapoda,NA,,,,NA,,,,Helophorus,Helophorus,,Helophorus,,,
Helophorus ledatus,A,60,Species,Arthropoda,Insecta,Coleoptera,Helophoridae,,,Helophorus,Helophorus ledatus,SH,NA,Hexapoda,NA,,,,NA,,,,Helophorus,Helophorus,,Helophorus,,,
Helophorus leechi,A,60,Species,Arthropoda,Insecta,Coleoptera,Helophoridae,,,Helophorus,Helophorus leechi,SH,NA,Hexapoda,NA,,,,NA,,,,Helophorus,Helophorus,,Helophorus,,,
Helophorus linearis,A,60,Species,Arthropoda,Insecta,Coleoptera,Helophoridae,,,Helophorus,Helophorus linearis,SH,NA,Hexapoda,NA,,,,NA,,,,Helophorus,Helophorus,,Helophorus,,,
Helophorus linearoides,A,60,Species,Arthropoda,Insecta,Coleoptera,Helophoridae,,,Helophorus,Helophorus linearoides,SH,NA,Hexapoda,NA,,,,NA,,,,Helophorus,Helophorus,,Helophorus,,,
Helophorus nitiduloides,A,60,Species,Arthropoda,Insecta,Coleoptera,Helophoridae,,,Helophorus,Helophorus nitiduloides,SH,NA,Hexapoda,NA,,,,NA,,,,Helophorus,Helophorus,,Helophorus,,,
Helophorus nitidulus,A,60,Species,Arthropoda,Insecta,Coleoptera,Helophoridae,,,Helophorus,Helophorus nitidulus,SH,NA,Hexapoda,NA,,,,NA,,,,Helophorus,Helophorus,,Helophorus,,,
Helophorus oblongus,A,60,Species,Arthropoda,Insecta,Coleoptera,Helophoridae,,,Helophorus,Helophorus oblongus,SH,NA,Hexapoda,NA,,,,NA,,,,Helophorus,Helophorus,,Helophorus,,,
Helophorus oregonus,A,60,Species,Arthropoda,Insecta,Coleoptera,Helophoridae,,,Helophorus,Helophorus oregonus,SH,NA,Hexapoda,NA,,,,NA,,,,Helophorus,Helophorus,,Helophorus,,,
Helophorus orientalis,A,60,Species,Arthropoda,Insecta,Coleoptera,Helophoridae,,,Helophorus,Helophorus orientalis,SH,NA,Hexapoda,NA,,,,NA,,,,Helophorus,Helophorus,,Helophorus,,,
Helophorus parasplendidus,A,60,Species,Arthropoda,Insecta,Coleoptera,Helophoridae,,,Helophorus,Helophorus parasplendidus,SH,NA,Hexapoda,NA,,,,NA,,,,Helophorus,Helophorus,,Helophorus,,,
Helophorus robertsi,A,60,Species,Arthropoda,Insecta,Coleoptera,Helophoridae,,,Helophorus,Helophorus robertsi,SH,NA,Hexapoda,NA,,,,NA,,,,Helophorus,Helophorus,,Helophorus,,,
Helophorus schuhi,A,60,Species,Arthropoda,Insecta,Coleoptera,Helophoridae,,,Helophorus,Helophorus schuhi,SH,NA,Hexapoda,NA,,,,NA,,,,Helophorus,Helophorus,,Helophorus,,,
Helophorus tuberculatus,A,60,Species,Arthropoda,Insecta,Coleoptera,Helophoridae,,,Helophorus,Helophorus tuberculatus,SH,NA,Hexapoda,NA,,,,NA,,,,Helophorus,Helophorus,,Helophorus,,,
Helophorus,A,50,Genus,Arthropoda,Insecta,Coleoptera,Helophoridae,,,Helophorus,,SH,NA,Hexapoda,NA,,,,NA,,,,Helophorus,Helophorus,Helophorus,Helophorus,,,
Helophorus,L,50,Genus,Arthropoda,Insecta,Coleoptera,Helophoridae,,,Helophorus,,SH,NA,Hexapoda,NA,,,,NA,,,,Helophorus,Helophorus,Helophorus,Helophorus,,,
Hemerodromia,L,50,Genus,Arthropoda,Insecta,Diptera,Empididae,,,Hemerodromia,,P,6,Hexapoda,NA,,,,NA,,,,Hemerodromia,Hemerodromia,Hemerodromia,Hemerodromia,,,
Hemerodromia,P,50,Genus,Arthropoda,Insecta,Diptera,Empididae,,,Hemerodromia,,P,6,Hexapoda,NA,,,,NA,,,,Hemerodromia,Hemerodromia,Hemerodromia,Hemerodromia,,,
Hemerodromiinae,L,45,Tribe,Arthropoda,Insecta,Diptera,Empididae,Hemerodromiinae,,,,P,6,Hexapoda,NA,,,,NA,,,,Empididae,Empididae,,Ambiguous,,,
Hemerodromiinae,P,45,Tribe,Arthropoda,Insecta,Diptera,Empididae,Hemerodromiinae,,,,P,6,Hexapoda,NA,,,,NA,,,,Empididae,Empididae,,Ambiguous,,,
Hemiosus exilis,A,60,Species,Arthropoda,Insecta,Coleoptera,Hydrophilidae,,,Hemiosus,Hemiosus exilis,P,5,Hexapoda,NA,,,,NA,,,,Hemiosus exilis,Hemiosus exilis,,Unambiguous_NotAtRefCal,,,
Hemiosus exilis,L,60,Species,Arthropoda,Insecta,Coleoptera,Hydrophilidae,,,Hemiosus,Hemiosus exilis,CG,5,Hexapoda,NA,,,,NA,,,,Hemiosus exilis,Hemiosus exilis,,Unambiguous_NotAtRefCal,,,
Hemiosus,A,50,Genus,Arthropoda,Insecta,Coleoptera,Hydrophilidae,,,Hemiosus,,,NA,Hexapoda,NA,,,,NA,,,,Hemiosus,Hemiosus,,Unambiguous_NotAtRefCal,,,
Hemiosus,L,50,Genus,Arthropoda,Insecta,Coleoptera,Hydrophilidae,,,Hemiosus,,,NA,Hexapoda,NA,,,,NA,,,,Hemiosus,Hemiosus,,Unambiguous_NotAtRefCal,,,
Hemiptera,L,30,Order,Arthropoda,Insecta,Hemiptera,,,,,,,NA,Hexapoda,NA,,,,NA,,,,Hemiptera,Hemiptera,Ambiguous,Ambiguous,,,
Heptagenia adaequata,A,60,Species,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,Heptagenia,Heptagenia adaequata,,4,Hexapoda,NA,,,,NA,,,,Heptagenia,Heptagenia,,Heptagenia,,,
Heptagenia adaequata,L,60,Species,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,Heptagenia,Heptagenia adaequata,SC,4,Hexapoda,NA,,,,NA,,,,Heptagenia,Heptagenia,,Heptagenia,,,
Heptagenia elegantula,A,60,Species,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,Heptagenia,Heptagenia elegantula,,4,Hexapoda,NA,,,,NA,,,,Heptagenia,Heptagenia,,Heptagenia,,,
Heptagenia elegantula,L,60,Species,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,Heptagenia,Heptagenia elegantula,SC,4,Hexapoda,NA,,,,NA,,,,Heptagenia,Heptagenia,,Heptagenia,,,
Heptagenia solitaria,A,60,Species,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,Heptagenia,Heptagenia solitaria,,4,Hexapoda,NA,,,,NA,,,,Heptagenia,Heptagenia,,Heptagenia,,,
Heptagenia solitaria,L,60,Species,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,Heptagenia,Heptagenia solitaria,SC,4,Hexapoda,NA,,,,NA,,,,Heptagenia,Heptagenia,,Heptagenia,,,
Heptagenia,A,50,Genus,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,Heptagenia,,,4,Hexapoda,NA,,,,NA,,,,Heptagenia,Heptagenia,Heptagenia,Heptagenia,,,
Heptagenia,L,50,Genus,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,Heptagenia,,SC,4,Hexapoda,NA,,,,NA,,,,Heptagenia,Heptagenia,Heptagenia,Heptagenia,,,
Heptageniidae,A,40,Family,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,,,,4,Hexapoda,NA,,,,NA,,,,Heptageniidae,Heptageniidae,Ambiguous,Ambiguous,,,
Heptageniidae,L,40,Family,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,,,SC,4,Hexapoda,NA,,,,NA,,,,Heptageniidae,Heptageniidae,Ambiguous,Ambiguous,,,
Herthania compta,A,60,Species,Arthropoda,Insecta,Coleoptera,Scirtidae,,,Herthania,Herthania compta,SC,NA,Hexapoda,NA,,,,NA,,,,Herthania,Herthania,,Scirtidae,,,
Herthania concinna,A,60,Species,Arthropoda,Insecta,Coleoptera,Scirtidae,,,Herthania,Herthania concinna,SC,NA,Hexapoda,NA,,,,NA,,,,Herthania,Herthania,,Scirtidae,,,
Herthania,A,50,Genus,Arthropoda,Insecta,Coleoptera,Scirtidae,,,Herthania,,SC,NA,Hexapoda,NA,,,,NA,,,,Herthania,Herthania,,Scirtidae,,,
Herthania,L,50,Genus,Arthropoda,Insecta,Coleoptera,Scirtidae,,,Herthania,,SC,NA,Hexapoda,NA,,,,NA,,,,Herthania,Herthania,,Scirtidae,,,
Hesperagrion heterodoxum,L,60,Species,Arthropoda,Insecta,Odonata,Coenagrionidae,,,Hesperagrion,Hesperagrion heterodoxum,P,9,Hexapoda,NA,,,,NA,,,,Hesperagrion heterodoxum,Hesperagrion heterodoxum,,Unambiguous_NotAtRefCal,,,
Hesperagrion,L,50,Genus,Arthropoda,Insecta,Odonata,Coenagrionidae,,,Hesperagrion,,P,9,Hexapoda,NA,,,,NA,,,,Hesperagrion,Hesperagrion,,Unambiguous_NotAtRefCal,,,
Hesperoconopa,L,50,Genus,Arthropoda,Insecta,Diptera,Tipulidae,Limoniinae,,Hesperoconopa,,CG,1,Hexapoda,NA,,,,NA,,,,Hesperoconopa,Hesperoconopa,Hesperoconopa,Hesperoconopa,,,
Hesperoconopa,P,50,Genus,Arthropoda,Insecta,Diptera,Tipulidae,Limoniinae,,Hesperoconopa,,CG,1,Hexapoda,NA,,,,NA,,,,Hesperoconopa,Hesperoconopa,Hesperoconopa,Hesperoconopa,,,
Hesperocorixa atopodonta,A,60,Species,Arthropoda,Insecta,Hemiptera,Corixidae,,,Hesperocorixa,Hesperocorixa atopodonta,P,8,Hexapoda,NA,,,,NA,,,,Hesperocorixa,Hesperocorixa,,Unambiguous_NotAtRefCal,,,
Hesperocorixa atopodonta,L,60,Species,Arthropoda,Insecta,Hemiptera,Corixidae,,,Hesperocorixa,Hesperocorixa atopodonta,P,NA,Hexapoda,NA,,,,NA,,,,Hesperocorixa,Hesperocorixa,,Unambiguous_NotAtRefCal,,,
Hesperocorixa escheri,A,60,Species,Arthropoda,Insecta,Hemiptera,Corixidae,,,Hesperocorixa,Hesperocorixa escheri,P,8,Hexapoda,NA,,,,NA,,,,Hesperocorixa,Hesperocorixa,,Unambiguous_NotAtRefCal,,,
Hesperocorixa escheri,L,60,Species,Arthropoda,Insecta,Hemiptera,Corixidae,,,Hesperocorixa,Hesperocorixa escheri,P,NA,Hexapoda,NA,,,,NA,,,,Hesperocorixa,Hesperocorixa,,Unambiguous_NotAtRefCal,,,
Hesperocorixa kennicotti,A,60,Species,Arthropoda,Insecta,Hemiptera,Corixidae,,,Hesperocorixa,Hesperocorixa kennicotti,P,8,Hexapoda,NA,,,,NA,,,,Hesperocorixa,Hesperocorixa,,Unambiguous_NotAtRefCal,,,
Hesperocorixa kennicotti,L,60,Species,Arthropoda,Insecta,Hemiptera,Corixidae,,,Hesperocorixa,Hesperocorixa kennicotti,P,NA,Hexapoda,NA,,,,NA,,,,Hesperocorixa,Hesperocorixa,,Unambiguous_NotAtRefCal,,,
Hesperocorixa laevigata,A,60,Species,Arthropoda,Insecta,Hemiptera,Corixidae,,,Hesperocorixa,Hesperocorixa laevigata,P,8,Hexapoda,NA,,,,NA,,,,Hesperocorixa,Hesperocorixa,Hesperocorixa,Unambiguous_NotAtRefCal,,,
Hesperocorixa laevigata,L,60,Species,Arthropoda,Insecta,Hemiptera,Corixidae,,,Hesperocorixa,Hesperocorixa laevigata,P,8,Hexapoda,NA,,,,NA,,,,Hesperocorixa,Hesperocorixa,Hesperocorixa,Unambiguous_NotAtRefCal,,,
Hesperocorixa nitida,A,60,Species,Arthropoda,Insecta,Hemiptera,Corixidae,,,Hesperocorixa,Hesperocorixa nitida,P,8,Hexapoda,NA,,,,NA,,,,Hesperocorixa,Hesperocorixa,,Unambiguous_NotAtRefCal,,,
Hesperocorixa nitida,L,60,Species,Arthropoda,Insecta,Hemiptera,Corixidae,,,Hesperocorixa,Hesperocorixa nitida,P,NA,Hexapoda,NA,,,,NA,,,,Hesperocorixa,Hesperocorixa,,Unambiguous_NotAtRefCal,,,
Hesperocorixa vulgaris,A,60,Species,Arthropoda,Insecta,Hemiptera,Corixidae,,,Hesperocorixa,Hesperocorixa vulgaris,P,8,Hexapoda,NA,,,,NA,,,,Hesperocorixa,Hesperocorixa,Hesperocorixa,Unambiguous_NotAtRefCal,,,
Hesperocorixa vulgaris,L,60,Species,Arthropoda,Insecta,Hemiptera,Corixidae,,,Hesperocorixa,Hesperocorixa vulgaris,P,8,Hexapoda,NA,,,,NA,,,,Hesperocorixa,Hesperocorixa,Hesperocorixa,Unambiguous_NotAtRefCal,,,
Hesperocorixa,A,50,Genus,Arthropoda,Insecta,Hemiptera,Corixidae,,,Hesperocorixa,,P,8,Hexapoda,NA,,,,NA,,,,Hesperocorixa,Hesperocorixa,Hesperocorixa,Unambiguous_NotAtRefCal,,,
Hesperocorixa,L,50,Genus,Arthropoda,Insecta,Hemiptera,Corixidae,,,Hesperocorixa,,P,8,Hexapoda,NA,,,,NA,,,,Hesperocorixa,Hesperocorixa,Hesperocorixa,Unambiguous_NotAtRefCal,,,
Hesperoperla hoguei,A,60,Species,Arthropoda,Insecta,Plecoptera,Perlidae,,,Hesperoperla,Hesperoperla hoguei,,2,Hexapoda,NA,,,,NA,,,,Hesperoperla,Hesperoperla hoguei,Hesperoperla,Hesperoperla,,,
Hesperoperla hoguei,L,60,Species,Arthropoda,Insecta,Plecoptera,Perlidae,,,Hesperoperla,Hesperoperla hoguei,P,2,Hexapoda,NA,,,,NA,,,,Hesperoperla,Hesperoperla hoguei,Hesperoperla,Hesperoperla,,,
Hesperoperla pacifica,A,60,Species,Arthropoda,Insecta,Plecoptera,Perlidae,,,Hesperoperla,Hesperoperla pacifica,,2,Hexapoda,NA,,,,NA,,,,Hesperoperla,Hesperoperla pacifica,Hesperoperla,Hesperoperla,,,
Hesperoperla pacifica,L,60,Species,Arthropoda,Insecta,Plecoptera,Perlidae,,,Hesperoperla,Hesperoperla pacifica,P,2,Hexapoda,NA,,,,NA,,,,Hesperoperla,Hesperoperla pacifica,Hesperoperla,Hesperoperla,,,
Hesperoperla,A,50,Genus,Arthropoda,Insecta,Plecoptera,Perlidae,,,Hesperoperla,,,2,Hexapoda,NA,,,,NA,,,,Hesperoperla,Hesperoperla,Hesperoperla,Hesperoperla,,,
Hesperoperla,L,50,Genus,Arthropoda,Insecta,Plecoptera,Perlidae,,,Hesperoperla,,P,2,Hexapoda,NA,,,,NA,,,,Hesperoperla,Hesperoperla,Hesperoperla,Hesperoperla,,,
Hesperophylax alaskensis,A,60,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Hesperophylax,Hesperophylax alaskensis,,3,Hexapoda,NA,,,,NA,,,,Hesperophylax,Hesperophylax alaskensis,,Hesperophylax,,,
Hesperophylax alaskensis,L,60,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Hesperophylax,Hesperophylax alaskensis,OM,3,Hexapoda,NA,,,,NA,,,,Hesperophylax,Hesperophylax alaskensis,,Hesperophylax,,,
Hesperophylax alaskensis,P,60,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Hesperophylax,Hesperophylax alaskensis,OM,3,Hexapoda,NA,,,,NA,,,,Hesperophylax,Hesperophylax alaskensis,,Hesperophylax,,,
Hesperophylax consimilis,A,60,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Hesperophylax,Hesperophylax consimilis,,3,Hexapoda,NA,,,,NA,,,,Hesperophylax,Hesperophylax consimilis,,Hesperophylax,,,
Hesperophylax consimilis,L,60,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Hesperophylax,Hesperophylax consimilis,OM,3,Hexapoda,NA,,,,NA,,,,Hesperophylax,Hesperophylax consimilis,,Hesperophylax,,,
Hesperophylax consimilis,P,60,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Hesperophylax,Hesperophylax consimilis,OM,3,Hexapoda,NA,,,,NA,,,,Hesperophylax,Hesperophylax consimilis,,Hesperophylax,,,
Hesperophylax designatus,A,60,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Hesperophylax,Hesperophylax designatus,,3,Hexapoda,NA,,,,NA,,,,Hesperophylax,Hesperophylax designatus,,Hesperophylax,,,
Hesperophylax designatus,L,60,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Hesperophylax,Hesperophylax designatus,OM,3,Hexapoda,NA,,,,NA,,,,Hesperophylax,Hesperophylax designatus,,Hesperophylax,,,
Hesperophylax designatus,P,60,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Hesperophylax,Hesperophylax designatus,OM,3,Hexapoda,NA,,,,NA,,,,Hesperophylax,Hesperophylax designatus,,Hesperophylax,,,
Hesperophylax magnus,A,60,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Hesperophylax,Hesperophylax magnus,,3,Hexapoda,NA,,,,NA,,,,Hesperophylax,Hesperophylax magnus,,Hesperophylax,,,
Hesperophylax magnus,L,60,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Hesperophylax,Hesperophylax magnus,OM,3,Hexapoda,NA,,,,NA,,,,Hesperophylax,Hesperophylax magnus,,Hesperophylax,,,
Hesperophylax magnus,P,60,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Hesperophylax,Hesperophylax magnus,OM,3,Hexapoda,NA,,,,NA,,,,Hesperophylax,Hesperophylax magnus,,Hesperophylax,,,
Hesperophylax minutus,A,60,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Hesperophylax,Hesperophylax minutus,,3,Hexapoda,NA,,,,NA,,,,Hesperophylax,Hesperophylax minutus,,Hesperophylax,,,
Hesperophylax minutus,L,60,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Hesperophylax,Hesperophylax minutus,OM,3,Hexapoda,NA,,,,NA,,,,Hesperophylax,Hesperophylax minutus,,Hesperophylax,,,
Hesperophylax minutus,P,60,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Hesperophylax,Hesperophylax minutus,OM,3,Hexapoda,NA,,,,NA,,,,Hesperophylax,Hesperophylax minutus,,Hesperophylax,,,
Hesperophylax occidentalis,A,60,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Hesperophylax,Hesperophylax occidentalis,,3,Hexapoda,NA,,,,NA,,,,Hesperophylax,Hesperophylax occidentalis,,Hesperophylax,,,
Hesperophylax occidentalis,L,60,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Hesperophylax,Hesperophylax occidentalis,OM,3,Hexapoda,NA,,,,NA,,,,Hesperophylax,Hesperophylax occidentalis,,Hesperophylax,,,
Hesperophylax occidentalis,P,60,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Hesperophylax,Hesperophylax occidentalis,OM,3,Hexapoda,NA,,,,NA,,,,Hesperophylax,Hesperophylax occidentalis,,Hesperophylax,,,
Hesperophylax,A,50,Genus,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Hesperophylax,,,3,Hexapoda,NA,,,,NA,,,,Hesperophylax,Hesperophylax,Hesperophylax,Hesperophylax,,,
